Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value
643396,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2019,01/01/2019,21.6
179270,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Winter 2008-09,12/01/2008,38.4
643309,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Annual Average 2019,01/01/2019,21.7
643354,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Annual Average 2019,01/01/2019,16.7
212302,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2013-14,12/01/2013,28.1
825759,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Annual Average 2022,01/01/2022,15
131399,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,409,Southeast Queens,2009-2011,01/01/2009,27.4
131400,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,410,Rockaways,2009-2011,01/01/2009,47.8
518973,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,410,Rockaways,2012-2014,01/02/2012,42.3
131224,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,106,High Bridge - Morrisania,2005-2007,01/01/2005,193.7
131234,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2005-2007,01/01/2005,14.8
827390,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,410,Rockaways,2017-2019,01/01/2017,33
827391,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,409,Southeast Queens,2017-2019,01/01/2017,11
179646,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Annual Average 2009,12/01/2008,10.1
649659,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Winter 2018-19,12/01/2018,7.1
823565,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Annual Average 2022,01/01/2022,5.4
742555,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Winter 2020-21,12/01/2020,6.6
650002,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Annual Average 2019,01/01/2019,6
823511,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Annual Average 2022,01/01/2022,5.4
334293,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Winter 2014-15,12/01/2014,8
826334,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2022,01/01/2022,12.8
179361,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Summer 2012,06/01/2012,15.8
743728,386,Ozone (O3),Mean,ppb,Borough,4,Queens,Summer 2021,06/01/2021,30.9
179426,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Annual Average 2010,12/01/2009,21
336485,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Summer 2015,06/01/2015,13.5
628435,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,4,Queens,2015-2017,01/01/2015,47.3
131457,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,4,Queens,2009-2011,01/01/2009,74.8
179591,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Summer 2013,06/01/2013,10.1
179586,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Summer 2012,06/01/2012,10.1
823332,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Winter 2021-22,12/01/2021,6.7
742509,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2021,01/01/2021,6.3
216495,386,Ozone (O3),Mean,ppb,CD,313,Coney Island (CD13),Summer 2010,06/01/2010,37.4
216496,386,Ozone (O3),Mean,ppb,CD,313,Coney Island (CD13),Summer 2011,06/01/2011,37.5
131409,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,4,Queens,2009-2011,01/01/2009,23.1
827429,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,4,Queens,2017-2019,01/01/2017,14
650057,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Summer 2019,06/01/2019,7.2
334346,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Summer 2015,06/01/2015,8.8
828059,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,4,Queens,2017-2019,01/01/2017,2
826332,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Winter 2021-22,12/01/2021,18.8
216498,386,Ozone (O3),Mean,ppb,CD,313,Coney Island (CD13),Summer 2013,06/01/2013,34.6
336883,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2015,01/01/2015,17.2
643713,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2018-19,12/01/2018,18
211378,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Summer 2014,06/01/2014,13.7
667735,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2020,01/01/2020,13
336884,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2015,06/01/2015,12.1
643712,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2019,06/01/2019,13
643664,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2019,06/01/2019,10
643658,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2019,06/01/2019,9.6
741144,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Annual Average 2021,01/01/2021,19.2
166654,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2009,06/01/2009,22.5
165887,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Winter 2010-11,12/01/2010,30.8
167775,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2013,12/01/2012,20.7
550082,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2017,01/01/2017,19
166797,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2011,06/01/2011,9.8
166748,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Summer 2011,06/01/2011,25.8
166689,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Summer 2010,06/01/2010,26.7
166738,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2010,06/01/2010,10
643348,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Annual Average 2019,01/01/2019,15.8
825786,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Annual Average 2022,01/01/2022,15.8
166713,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2010,06/01/2010,19.7
166772,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2011,06/01/2011,19.3
213607,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2014,12/01/2013,20.3
213632,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2014,12/01/2013,13.7
602701,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Winter 2017-18,12/01/2017,18.9
825765,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Annual Average 2022,01/01/2022,15.6
165804,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Winter 2009-10,12/01/2009,30.2
603099,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2018,06/01/2018,6.6
518953,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,211,Williamsburg - Bushwick,2012-2014,01/02/2012,97.2
518939,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,104,Pelham - Throgs Neck,2012-2014,01/02/2012,58.8
628495,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,204,East New York,2015-2017,01/01/2015,71.4
131410,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,5,Staten Island,2009-2011,01/01/2009,28.1
165853,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2009-10,12/01/2009,21
165971,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2011-12,12/01/2011,15.8
550156,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2017,06/01/2017,7.7
550158,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2016-17,12/01/2016,20.9
213253,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Winter 2013-14,12/01/2013,27.8
213278,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2013-14,12/01/2013,22.6
213241,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Winter 2013-14,12/01/2013,26.2
175973,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Summer 2011,06/01/2011,18.1
628550,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,211,Williamsburg - Bushwick,2015-2017,01/01/2015,11
131256,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,410,Rockaways,2005-2007,01/01/2005,60
628482,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,3,Manhattan,2015-2017,01/01/2015,34.8
628497,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,206,Borough Park,2015-2017,01/01/2015,9.3
165929,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Winter 2011-12,12/01/2011,25
165811,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Winter 2009-10,12/01/2009,26.3
550032,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Winter 2016-17,12/01/2016,27
603009,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2018,06/01/2018,16.6
643621,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2019,01/01/2019,21.5
602974,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Winter 2017-18,12/01/2017,27
826002,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Annual Average 2022,01/01/2022,18.1
740971,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 2020-21,12/01/2020,24.1
179350,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Summer 2010,06/01/2010,28.5
179355,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Summer 2011,06/01/2011,27.7
175975,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Summer 2011,06/01/2011,18.6
175933,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Summer 2010,06/01/2010,18.8
518829,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,410,Rockaways,2012-2014,01/02/2012,10.2
131543,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,409,Southeast Queens,2009-2011,01/01/2009,10
131544,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,410,Rockaways,2009-2011,01/01/2009,18.8
130919,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,409,Southeast Queens,2005-2007,01/01/2005,13
827597,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2017-2019,01/01/2017,6
518808,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,210,Coney Island - Sheepshead Bay,2012-2014,01/02/2012,13.7
518828,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,409,Southeast Queens,2012-2014,01/02/2012,6.9
628569,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,409,Southeast Queens,2015-2017,01/01/2015,8.2
649774,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Annual Average 2019,01/01/2019,5.6
823279,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2022,01/01/2022,5.6
212705,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Winter 2013-14,12/01/2013,9.9
411095,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Winter 2015-16,12/01/2015,9.8
411096,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Summer 2016,06/01/2016,9.8
649771,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Annual Average 2019,01/01/2019,6
823216,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Annual Average 2022,01/01/2022,5.4
742177,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Winter 2020-21,12/01/2020,6.6
177890,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Summer 2011,06/01/2011,10.6
410780,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Winter 2015-16,12/01/2015,7.7
177847,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Summer 2010,06/01/2010,11
742270,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Winter 2020-21,12/01/2020,6.5
410817,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Summer 2016,06/01/2016,9.8
410814,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Summer 2016,06/01/2016,9.3
334065,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Winter 2014-15,12/01/2014,7.4
178603,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Annual Average 2013,12/01/2012,7.9
334062,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Winter 2014-15,12/01/2014,8.2
742272,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Annual Average 2021,01/01/2021,6.2
742394,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Summer 2021,06/01/2021,9.7
169528,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Summer 2013,06/01/2013,11.1
518818,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2012-2014,01/02/2012,12
518789,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Borough,3,Manhattan,2012-2014,01/02/2012,10.9
628549,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,210,Coney Island - Sheepshead Bay,2015-2017,01/01/2015,14.7
740929,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2020-21,12/01/2020,23
412418,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Winter 2015-16,12/01/2015,27.5
412419,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Summer 2016,06/01/2016,20.6
175990,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2011,06/01/2011,31.1
643585,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Annual Average 2019,01/01/2019,19.7
165752,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Winter 2008-09,12/01/2008,30.5
213236,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Winter 2013-14,12/01/2013,27.8
603010,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2017-18,12/01/2017,27.1
165781,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Winter 2008-09,12/01/2008,30.4
603061,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Winter 2017-18,12/01/2017,26
213248,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2013-14,12/01/2013,30.5
179345,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Summer 2009,06/01/2009,30.9
175891,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Summer 2009,06/01/2009,21.3
740931,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Annual Average 2021,01/01/2021,16.7
549797,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Annual Average 2017,01/01/2017,18.8
175432,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2012-13,12/01/2012,24.3
643626,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2018-19,12/01/2018,24.7
167551,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2009,12/01/2008,25.4
213425,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2014,06/01/2014,18.6
167652,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2011,12/01/2010,27.4
336599,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Summer 2015,06/01/2015,12
643427,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Summer 2019,06/01/2019,13
219979,386,Ozone (O3),Mean,ppb,Borough,3,Manhattan,Summer 2011,06/01/2011,27.3
222625,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2011,06/01/2011,39
222624,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2010,06/01/2010,39
411991,386,Ozone (O3),Mean,ppb,Borough,3,Manhattan,Summer 2016,06/01/2016,30.3
412030,386,Ozone (O3),Mean,ppb,UHF42,409,Southeast Queens,Summer 2016,06/01/2016,34.3
222498,386,Ozone (O3),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2010,06/01/2010,36.5
222499,386,Ozone (O3),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2011,06/01/2011,36.6
742466,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Summer 2021,06/01/2021,9.7
410968,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Annual Average 2016,12/31/2015,9.6
669937,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Annual Average 2020,01/01/2020,7
650025,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Winter 2018-19,12/01/2018,9.1
213944,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Summer 2014,06/01/2014,9.5
170295,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Annual Average 2011,12/01/2010,11.5
649935,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Winter 2018-19,12/01/2018,8.3
177322,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Winter 2012-13,12/01/2012,9.9
178477,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Annual Average 2010,12/01/2009,8.7
151638,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,209,Bensonhurst - Bay Ridge,2005,01/01/2005,47.4
151660,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,410,Rockaways,2005,01/01/2005,13.7
816787,643,Annual vehicle miles traveled,Million miles,per square mile,CD,202,Hunts Point and Longwood (CD2),2019,01/01/2019,51.4
154573,643,Annual vehicle miles traveled,Million miles,per square mile,CD,202,Hunts Point and Longwood (CD2),2005,01/01/2005,37.9
154602,643,Annual vehicle miles traveled,Million miles,per square mile,CD,401,Long Island City and Astoria (CD1),2005,01/01/2005,33.6
151635,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,206,Borough Park,2005,01/01/2005,57.8
179575,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,Manhattan,Summer 2010,06/01/2010,13.4
179580,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,Manhattan,Summer 2011,06/01/2011,12.9
410726,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,Manhattan,Winter 2015-16,12/01/2015,9.5
410771,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Winter 2015-16,12/01/2015,8.2
177865,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Summer 2011,06/01/2011,11.3
212312,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Winter 2013-14,12/01/2013,33.4
175271,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Winter 2008-09,12/01/2008,38.7
212320,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Winter 2013-14,12/01/2013,27
643384,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2019,01/01/2019,22.1
825729,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2022,01/01/2022,18.8
212299,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2013-14,12/01/2013,29.4
643345,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2019,01/01/2019,17.7
175253,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Winter 2008-09,12/01/2008,32.5
826048,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Winter 2021-22,12/01/2021,23.1
412717,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Annual Average 2016,12/31/2015,16
166889,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2013,06/01/2013,19.3
825841,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Winter 2021-22,12/01/2021,25.5
825835,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Winter 2021-22,12/01/2021,25.4
166891,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2013,06/01/2013,19.4
603026,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2018,01/01/2018,19.9
166832,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2012,06/01/2012,19.7
741218,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2021,06/01/2021,12.3
336738,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Winter 2014-15,12/01/2014,32.4
412715,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Winter 2015-16,12/01/2015,19.5
166747,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2011,06/01/2011,34.7
166773,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2011,06/01/2011,21.4
166714,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2010,06/01/2010,21.6
412805,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2015-16,12/01/2015,22.3
602737,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Winter 2017-18,12/01/2017,25.8
212310,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2013-14,12/01/2013,30.2
602710,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Winter 2017-18,12/01/2017,22.8
643324,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Annual Average 2019,01/01/2019,15.2
213606,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2014,12/01/2013,22
550048,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2017,06/01/2017,13
603021,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2018,06/01/2018,16.3
213582,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2014,12/01/2013,32.2
669880,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2020,01/01/2020,7.1
334186,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Annual Average 2015,01/01/2015,10.6
334219,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201,Mott Haven and Melrose (CD1),Annual Average 2015,01/01/2015,9.9
